id,title,body,department,sentiment
97f09953-c8b7-4244-8cfd-e109321d18bd,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
07144443-8f6f-4a09-927b-0250f05c85af,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
f6f6a1b7-10d1-4efe-acc8-b8413211c34f,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
9e62dbbe-12bd-4653-ab74-4057544f46d1,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
cd3edabd-d4d0-4f35-9803-6a26a84e2cb5,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
819277a9-05ef-4562-8d24-4fccf028a579,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
182dcc56-49c3-4e78-ba35-f54d24b8bd96,Ristorante ottimo,"Piatti ben preparati e servizio attento in sala. Inoltre, personale poco cortese e difficile ottenere informazioni.",Food & Beverage,positivo
aaecb073-9a4e-44ea-affb-7e7210605662,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata. Inoltre, errore nella prenotazione e tempi lunghi per sistemare tutto.",Housekeeping,positivo
7d53ccc8-af1d-4f71-996f-03d3839dd47a,Ristorante ottimo,"Piatti ben preparati e servizio attento in sala. Inoltre, doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Food & Beverage,positivo
3ca3d6d0-de28-4e24-98a8-c916f875b10a,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
84e8a820-015a-4ff7-a87e-8b98f8259a83,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
b3834d11-6af6-417c-a827-176bfffa2171,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
392c6c5c-5d42-41ea-b07a-fea860102d1f,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
c83ec811-8d5b-4695-9267-b51b0f60d80a,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
8c80f3b6-d6b2-4b29-bbce-46b808283431,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
d1151a42-8b9f-43f1-8ff3-e13e69eb1aba,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
64018750-6319-427d-9824-b4835a651656,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
3f6dd95f-1b55-4c9b-a61a-6e9b210499db,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente. Inoltre, poca scelta e prodotti non freschi, esperienza deludente.",Housekeeping,negativo
17467630-bad8-4d69-a271-d969d7838014,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
f4f2191b-b055-4680-b694-f85ebffb37e9,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
f219d059-0085-46ad-9074-cb84c64febc5,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
48e9f465-eaed-4c13-a6cd-4d971d6899fb,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
5f66a17b-2968-47b9-ad76-b4362ef72a6b,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
336e8923-c3c7-4d9d-bee1-4cc12eaeb6ba,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
7d513d4f-bed4-47fb-98d8-593d39f9ac0c,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
51458eb6-4a73-4d4d-8820-41b8dcba729d,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
1bff34be-6bed-4474-a610-b7230a4be11e,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
f663d8bd-1301-490c-936d-f4914cf8d640,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
3ff91569-2f0f-4ce7-8f72-58ba353a9f67,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
f9e52570-a158-44e4-925a-86e553e033a6,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
35888bd3-9002-4b05-865a-8e3820c33bec,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
fa5ed06b-14ac-49ed-87c0-6f1093cfb151,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
91b7788d-804e-4361-8971-3d17905deac9,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
272f8dc7-935e-47cc-ab97-c077c40aa4d0,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
fc978077-7d6f-4184-8baf-95b230cbe877,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
3145b597-0483-4bd0-85e7-245c6115aa50,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
e0275075-23f2-4cc2-a189-9e1af4b0855e,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
ee63b8c7-181f-4b58-8016-879eeecbcc18,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
1e26034b-2683-40d6-a85f-f504dba46c23,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
f7faf638-6f9f-4850-aac5-452a39f212c3,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
3f357cc9-63a6-4b07-ad63-b3701ebf2e3e,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe. Inoltre, piatti arrivati tiepidi e buffet poco rifornito.",Housekeeping,negativo
d9859df9-1779-4d26-8b6b-a01144ac29c6,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
c85cfed0-c4fd-48f7-b01b-201c0498689b,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
34f59791-c134-44c3-8e27-53759bb414d5,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
1893391a-3e64-43b4-9e1b-39e056a1a335,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
3fa4c70f-c0ee-4989-8cf5-a29406909507,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
957acf2b-9a2b-4799-b95f-125b3f412f25,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
6fd1b4f9-4184-4a9d-b40d-8edab1934055,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
610119b9-4557-4c08-8617-5b29a0ccb2a8,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
be6fb23f-9eab-459f-ba3c-461c7c68a130,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
292db146-7fef-4b85-b4c6-861bd66a0224,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
6d941d49-1172-4ba7-a5fb-9f44ecaa16c8,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
77af70c5-dc31-4d2b-a43b-afd545594f14,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
48c51368-ebe0-4c46-8b1b-0d0d2e4fd545,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
a7991134-5e02-4a24-a277-70384e6a31b4,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
bf0f759e-6ffa-4179-8131-3b328f7a55bb,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
210b7f8f-008e-4070-a92c-99f0fdcb3687,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
34e948d6-e497-4d7b-a8ce-45b7c41079cc,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
2b7d8941-ece5-417b-a963-f19b0c960aed,Poca disponibilitÃ ,"Personale poco cortese e difficile ottenere informazioni. Inoltre, poca scelta e prodotti non freschi, esperienza deludente.",Reception,negativo
32358ac4-f625-414b-8a99-d83a450055fb,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
dee22a75-0a92-4806-af34-e5309cc7d011,Camera perfetta,"Camera pulita e profumata, bagno in ordine, asciugamani freschi.",Housekeeping,positivo
a08ef731-9b78-458f-a98b-10cf9a006dfd,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
c8de3f71-c703-4829-8790-32d3810b1780,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
76b9fc1d-8d28-445e-81d2-97b59fbd2b52,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
0ddc9cc5-f1a1-4b8e-8514-f79bd618da57,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
24e0068a-cf97-409e-ae0b-026fb6ce57c5,Check-in veloce,"Arrivo rapido, check-in in pochi minuti e staff cordiale.",Reception,positivo
31b7066f-21cc-4bb6-a021-60cbfb2d0479,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
d7db9697-74af-462f-9090-8e0936b5b989,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
82c1f603-f180-4f11-9c68-218112ff68f5,Colazione abbondante,"Buffet ricco e vario, prodotti freschi e buon caffÃ¨.",Food & Beverage,positivo
a6a14bbb-4593-4ef3-ab1b-4e7c54531ba1,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
fdcb3f62-4c09-4d27-a57f-d6412cccd6c3,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
2ffcd54a-ab1e-43ae-aa31-a781ce13eac5,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
378aa614-96c3-4187-8eea-02ad6c29e83a,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
24b6387d-fa98-49b9-86ed-b8b10faea551,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
806a4153-ff92-44e0-903f-968660bd3db7,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
08dd7a1e-d288-476f-bb0f-a8bced14d59e,Colazione abbondante,"Buffet ricco e vario, prodotti freschi e buon caffÃ¨.",Food & Beverage,positivo
dfcb94aa-10ce-461b-ba10-e7dfd3c18e33,Servizio lento,"Attesa troppo lunga al ristorante e personale distratto. Inoltre, camera pulita e profumata, bagno in ordine, asciugamani freschi.",Food & Beverage,negativo
58aa4270-465b-49ca-8e55-ecc9b79ab7c7,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
073c30e5-3c9b-4401-bacf-82b1d000528a,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
5c425e89-8823-4593-acc7-b5aa414ebb2b,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
ee0c635f-8a83-4056-a055-26336568b2a9,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
3d0f7fbb-56b7-419c-b6d7-a86e2cdd8b67,Supporto perfetto,"Alla reception hanno risolto subito una richiesta senza problemi. Inoltre, piatti arrivati tiepidi e buffet poco rifornito.",Reception,positivo
3a8b1ec0-8e25-4491-8b86-72f305a1ac30,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
d455ec8b-fa9e-4ace-9394-62c7d4a2b54b,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
a890aa3b-143f-41a5-93b3-ed4b0743392e,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
99ea4350-6abe-4605-b94d-2c5bc9f0514f,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
ad6c2768-cb43-468b-8311-3bb26816f363,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
78aa2d09-51e3-4d03-ba54-f44f4a921888,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
6ce0038c-129b-4c5a-bd22-9320405e77fa,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
a0d31d69-2768-432e-b6b1-bf8eb8710e3e,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
a134d46a-bccf-4cf4-8ed6-43f13404fbc9,Pulizie impeccabili,"Pulizia accurata ogni giorno, lenzuola pulite e stanza ordinata.",Housekeeping,positivo
4be7f0e9-4e37-49bc-acfe-c69b110c126b,Problemi prenotazione,Errore nella prenotazione e tempi lunghi per sistemare tutto.,Reception,negativo
14cb7e46-cc57-460b-96ea-ec1c6ecc36a4,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
15765e87-c5bf-4927-ae37-c33de4749020,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
fc0f67ab-ccbd-48fa-8dfa-996b945c9dbf,Bagno trascurato,"Doccia incrostata e cattivo odore, bagno non pulito come dovrebbe.",Housekeeping,negativo
6d007410-b206-4348-859b-68db5a6ff72e,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
38aef037-3f22-4c92-a0ab-2763d843b057,Camera sporca,"Polvere sui mobili e lenzuola macchiate, pulizia insufficiente.",Housekeeping,negativo
292b1d56-6c0c-4487-a801-ac3e4394bbd0,Cibo freddo,Piatti arrivati tiepidi e buffet poco rifornito.,Food & Beverage,negativo
e38b92f1-1458-442c-9058-c8c10fbb72fd,Supporto perfetto,Alla reception hanno risolto subito una richiesta senza problemi.,Reception,positivo
19d88483-c535-43d1-a475-3ca222189417,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
487319a1-3c11-4f6d-b180-c6402b4d9fd9,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
5f6b02a7-5930-4533-9e9d-528cfd948f32,Camera perfetta,"Camera pulita e profumata, bagno in ordine, asciugamani freschi.",Housekeeping,positivo
02c48d8c-f5ff-4693-a6bb-8b939fe20ffc,Check-in lento,Attesa lunga per le chiavi e poca organizzazione al banco.,Reception,negativo
611fcac1-d147-4a59-9f1c-cf77aa9a169d,Servizio lento,"Attesa troppo lunga al ristorante e personale distratto. Inoltre, bagno davvero pulito, doccia brillante e prodotti ben disposti.",Food & Beverage,negativo
767cdb84-5fb7-450a-8643-5d624754767e,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
67dac6fe-2715-44b0-95bf-b035491ff8ee,Ristorante ottimo,Piatti ben preparati e servizio attento in sala.,Food & Beverage,positivo
6804d864-71ca-4cce-85b1-2eaaa7bc2ac7,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
2825feac-c79a-4dae-b2b7-5d223887e644,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
f2f5607b-e9df-438b-8e3a-432693fafeb9,Servizio lento,Attesa troppo lunga al ristorante e personale distratto.,Food & Beverage,negativo
ff8aca0a-887d-470b-8db8-187a4854e0de,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
0e9adfb3-d77b-42fe-9f70-5b0507e26f8b,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
d0a9af45-af48-4786-b5bb-5bec72f52cb4,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
925801d3-c6a2-479c-92f5-e96daa7df6f7,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato. Inoltre, alla reception hanno risolto subito una richiesta senza problemi.",Food & Beverage,positivo
64a0d1b0-fcb7-4e95-ba01-f9cbc9686dc2,Colazione scarsa,"Poca scelta e prodotti non freschi, esperienza deludente.",Food & Beverage,negativo
a2618c10-b5a4-4258-9d74-847b9e8543bb,Bagno curato,"Bagno davvero pulito, doccia brillante e prodotti ben disposti.",Housekeeping,positivo
0798c2c3-6168-4313-aac5-a261445bb8e8,Camera perfetta,"Camera pulita e profumata, bagno in ordine, asciugamani freschi.",Housekeeping,positivo
ff47c5e5-ce87-43ae-bfb0-fd3cd2ae4bf5,Accoglienza ottima,"Personale disponibile, spiegazioni chiare e assistenza immediata.",Reception,positivo
34035bdd-f1f3-450e-bf32-9b84ac1b393c,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
6ed3524c-26fc-42f0-b672-c88497962d2f,Prodotti di qualitÃ ,"Colazione con dolci buoni e scelta ampia, tutto molto curato.",Food & Beverage,positivo
ac5cd452-b4fe-4a42-a11c-76658bdddd44,Poca disponibilitÃ ,Personale poco cortese e difficile ottenere informazioni.,Reception,negativo
d2f3e757-46b6-48a7-8ab5-e69aaf6abcc3,Igiene scarsa,Ho trovato capelli nel bagno e cestino non svuotato.,Housekeeping,negativo
